author_sort,authors,comments,cover,timestamp,formats,isbn,id,identifiers,languages,library_name,pubdate,publisher,rating,series,series_index,size,tags,title,title_sort,#已读,uuid
"阮一峰","阮一峰","","/Users/zxy/Calibre Library/Ruan Yi Feng/Bo Ke Shi Nian (176)/cover.jpg","2020-11-02T13:25:48+08:00","epub","","176","unknown:unknown","eng","Calibre Library","2014-08-31T00:00:00+08:00","木书架","","","1.0","6458227","","博客十年","博客十年","","604f99e7-a975-4180-96cc-0470f8fc1b1a"
"(奥)阿尔弗雷德·阿德勒","(奥)阿尔弗雷德·阿德勒","","/Users/zxy/Calibre Library/(Ao )A Er Fu Lei De _A De Le/Zi Bei Yu Chao Yue (177)/cover.jpg","2020-11-02T13:25:49+08:00","epub, mobi, pdf, txt","","177","mobi-asin:B00H31O7CQ","zho","Calibre Library","2010-06-01T00:00:00+08:00","汕头大学出版社","","","1.0","971833","","自卑与超越","自卑与超越","","36d2f080-7766-4239-8eb8-170a8a1b0a52"
"Lifton, Robert Jay","Robert Jay Lifton","","/Users/zxy/Calibre Library/Robert Jay Lifton/Thought Reform and the Psychology of Totalism_ A Study of 'brainwashing' in China (178)/cover.jpg","2020-11-02T13:25:51+08:00","mobi, pdf, txt","","178","mobi-asin:B006M9RZQA","eng","Calibre Library","2012-01-01T00:00:00+08:00","University of North Carolina Press","","","1.0","62604166","","Thought Reform and the Psychology of Totalism: A Study of 'brainwashing' in China","Thought Reform and the Psychology of Totalism: A Study of 'brainwashing' in China","","ac088ddb-003e-48c6-b4f4-a6cbf0a2d5e3"
"Unknown","Unknown","","/Users/zxy/Calibre Library/Unknown/Norman Matloff & Peter Salzman_Ruan Jian Diao Shi De Yi Zhu @2009 (Sao Miao Ban ) (179)/cover.jpg","2020-11-02T13:25:56+08:00","pdf","","179","","","Calibre Library","2009-12-09T16:03:48+08:00","","","","1.0","7817818","","Norman Matloff & Peter Salzman：软件调试的艺术@2009 (扫描版)","Norman Matloff & Peter Salzman：软件调试的艺术@2009 (扫描版)","","35231523-0971-41e8-b339-172822e38322"
"Unknown","Unknown","","/Users/zxy/Calibre Library/Unknown/Twisted Network Programming Essentials @Team DDU (180)/cover.jpg","2020-11-02T13:25:58+08:00","chm","","180","","","Calibre Library","0101-01-01T08:00:00+08:00","","","","1.0","1310021","","Twisted Network Programming Essentials @Team DDU","Twisted Network Programming Essentials @Team DDU","","4e5a2455-a4a2-473a-a84f-911e537c2a76"
"[美] 弗雷德里克·布鲁克斯","[美] 弗雷德里克·布鲁克斯","本书的最大特点——紧跟时代、贴近实践！知识新。容纳了营销学的最新发展，重点强调了互联网、国际化、营销道德对营销理论与实践的影响，屹立在全球营销发展的最前沿。案例新。萃取了21世纪企业的营销实践，各种案例多达114个：篇尾共有21个“案例研讨”，22个“案例导读”和22个“案例讨论”联通章前章尾，更有14个案例“小讨论”、19个“信息时代下的营销”、20个营销“道德困境”、18个“全球观点”贯穿全书，适合教学、培训讨论之用。方法新。添加了许多教学新方法，附有丰富的教辅教参资料，更有Music2Go营销模拟教学软件，增添更多营销实战氛围。本书适读者：大专院校工商管理、市场营销专业师生市场营销专业机构的相关人士企业市场营销人员。本书从全新的角度和独特的写作风格向读者诠释了成功的营销之道：在了解传统基础理论的同时，读者会进一步了解到近几年来方兴未艾的营销新理论——顾客关系管理。 在写作风格上，作者摒弃市面上营销书籍过浓的理论气息，面是从实务的角度出发，以“保持老客户挖掘新客户”两条主线展开。寓理论于实务之中，并在每章都附有长短不一的案例可作为营销实战的营销理论。具体来说，本书分为三大部分：第一部分主要是为读者建立正确的营销理念，文章从打破五个常见的错误思想人手，以五个忠告结束；第二部分围绕着“保持老客户，挖掘新客户”两条主线展开，在这部分笔者给出了衡量营销工作绩效的数理方法，为量化顾客关系管理方法铺垫数理基础；第三部分是顾客关系管理理论，在这一章里，我们将要看到通过顾客透镜的建立，我们将把前面所学的各种技巧带来的顾客忠诚与公司的利润表直接联系起来，公司内部的质量改善直接受到顾客满意程度的指导。在这一部分，我们还会看到许多正在发生并影响营销战略的因素。","/Users/zxy/Calibre Library/[Mei ] Fu Lei De Li Ke _Bu Lu Ke Si/Ren Yue Shen Hua (Er Shi Zhou Nian Ji Nian Ban ) (181)/cover.jpg","2020-11-02T13:25:58+08:00","chm, epub, pdf, txt","","181","","zho","Calibre Library","2011-03-03T00:00:00+08:00","epub掌上书苑","","","1.0","6813257","专业书籍","人月神话(二十周年纪念版)","人月神话(二十周年纪念版)","","b2d33f8f-c681-4cea-a470-f8904cbf63ac"
"Unknown","Unknown","Published November 21, 2003, 1024 pages.","/Users/zxy/Calibre Library/Unknown/Addison Wesley _ UNIX Network Programming Volume 1, Third Edition_ The Sockets Networking API (182)/cover.jpg","2020-11-02T13:26:00+08:00","chm","0-13-141155-1","182","isbn:0-13-141155-1","","Calibre Library","0101-01-01T08:00:00+08:00","Addison Wesley","","","1.0","5671225","","Addison Wesley : UNIX Network Programming Volume 1, Third Edition: The Sockets Networking API","Addison Wesley : UNIX Network Programming Volume 1, Third Edition: The Sockets Networking API","","3c4b77da-67a6-4a2b-a13d-8a4ecf58acf7"
"Unknown","Unknown","","","2020-11-02T13:26:00+08:00","djvu","","183","","","Calibre Library","0101-01-01T08:00:00+08:00","","","","1.0","6027117","","第2卷 Interprocess Communications@1999 (第2版)","第2卷 Interprocess Communications@1999 (第2版)","","2c9157c7-ba05-4102-b4a0-e8201d6e7d9e"
"Chuan","Chuan","","/Users/zxy/Calibre Library/Chuan/DjVu Document (184)/cover.jpg","2020-11-02T13:26:01+08:00","pdf","","184","","","Calibre Library","0101-01-01T08:00:00+08:00","","","","1.0","19818570","","DjVu Document","DjVu Document","","5039b5d6-93d7-4e37-9454-c719c304f960"
"Unknown","Unknown","Published October 29, 2002, 384 pages.","/Users/zxy/Calibre Library/Unknown/Addison Wesley_ C__ Network Programming, Volume 2_ Systematic Reuse with ACE and Frameworks (185)/cover.jpg","2020-11-02T13:26:02+08:00","chm","0-201-79525-6","185","isbn:0-201-79525-6","","Calibre Library","0101-01-01T08:00:00+08:00","Addison Wesley","","","1.0","2262254","","Addison Wesley: C++ Network Programming, Volume 2: Systematic Reuse with ACE and Frameworks","Addison Wesley: C++ Network Programming, Volume 2: Systematic Reuse with ACE and Frameworks","","08687aa9-65cc-4527-9f62-3c5fa33dfde7"
"著, Steven Levy","(美)Steven Levy 著","","/Users/zxy/Calibre Library/(Mei )Steven Levy Zhu/Hei Ke (186)/cover.jpg","2020-11-02T13:26:02+08:00","epub, mobi, pdf, txt","","186","mobi-asin:8e7fc9ca-eef0-40bd-b067-f9af40b0f9db","zho","Calibre Library","2011-10-12T00:00:00+08:00","O'Reilly Media","","","1.0","46631383","","黑客","黑客","","71feb75a-dc14-4084-83e1-e79cd31e3bca"
"Unknown","Unknown","IT eBooks","/Users/zxy/Calibre Library/Unknown/Faruk Akgul_ZeroMQ----Use ZeroMQ and Learn How to Apply Different Message Patterns@2013 (187)/cover.jpg","2020-11-02T13:26:09+08:00","pdf","","187","","","Calibre Library","2015-05-20T23:28:10+08:00","","","","1.0","1680136","www.allitebooks.com","Faruk Akgul：ZeroMQ——Use ZeroMQ and Learn How to Apply Different Message Patterns@2013","Faruk Akgul：ZeroMQ——Use ZeroMQ and Learn How to Apply Different Message Patterns@2013","","3b8393cb-f5ac-4519-8af4-0f6337b56522"
"Thomas, Dave & Chad Fowler, Andy Hunt","Dave Thomas & Chad Fowler, Andy Hunt","","/Users/zxy/Calibre Library/Dave Thomas/Programming Ruby 1.9 & 2.0 (188)/cover.jpg","2020-11-02T13:26:09+08:00","pdf","","188","","","Calibre Library","2017-07-30T07:58:42+08:00","","","","1.0","6011125","","Programming Ruby 1.9 & 2.0","Programming Ruby 1.9 & 2.0","","81d32f97-3801-466f-9d4e-ff7d323e4029"
"Unknown","Unknown","","/Users/zxy/Calibre Library/Unknown/book.dvi (189)/cover.jpg","2020-11-02T13:26:11+08:00","pdf","","189","","","Calibre Library","0101-01-01T08:00:00+08:00","","","","1.0","1421069","","book.dvi","book.dvi","","1e00f9f6-de59-4052-ad72-be40a6f59008"
"Developpers, The Rust Project","The Rust Project Developpers","","/Users/zxy/Calibre Library/The Rust Project Developpers/The Rust Programming Language (190)/cover.jpg","2020-11-02T13:26:11+08:00","epub, pdf","","190","","eng","Calibre Library","2017-06-11T16:54:13+08:00","","","","1.0","1614199","","The Rust Programming Language","Rust Programming Language, The","","a1b52b1a-9d90-49c1-9fa5-893f6d79c4f5"
"Lutz, Mark","Mark Lutz","Get a comprehensive, in-depth introduction to the core Python language with this hands-on book. Based on author Mark Lutz's popular training course, this updated fifth edition will help you quickly write efficient, high-quality code with Python. It's an ideal way to begin, whether you're new to programming or a professional developer versed in other languages.
","/Users/zxy/Calibre Library/Mark Lutz/Learning Python (191)/cover.jpg","2020-11-02T13:26:13+08:00","epub, pdf, zip","","191","","eng","Calibre Library","2013-06-12T00:00:00+08:00","O’Reilly Media","","","1.0","6195183","COMPUTERS / Programming Languages / Python","Learning Python","Learning Python","","17a617d8-dda2-4805-b401-90541a1f2c20"
"Unknown","Unknown","","/Users/zxy/Calibre Library/Unknown/Peter Seibel_Shi Yong  Common Lisp Bian Cheng @2011 (Tian Chun Yi  Sao Miao Ban ) (192)/cover.jpg","2020-11-02T13:26:18+08:00","pdf, ps","","192","","","Calibre Library","2011-10-25T17:50:11+08:00","","","","1.0","50709700","","Peter Seibel：实用 Common Lisp 编程@2011 (田春译 扫描版)","Peter Seibel：实用 Common Lisp 编程@2011 (田春译 扫描版)","","0cfb7850-4303-41a6-9048-6c8a760e394c"
"【PDF制作】蒙特利尔下载小狂人, 【作者】 Nicholas C. Zakas 【译者】李松峰 曹力","【作者】[美] Nicholas C. Zakas 【译者】李松峰 曹力 【PDF制作】蒙特利尔下载小狂人","Professional JavaScript for Web Developers","/Users/zxy/Calibre Library/[(Zuo Zhe )] [Mei ] Nicholas C. Zakas [(Yi Zhe )] Li Song Feng  Cao Li  [(PDFZhi Zuo )] Meng Te/Tu Ling Cheng Xu She Ji Cong Shu  JavaScriptGao Ji Cheng Xu She Ji  (Di 3Ban ) (193)/cover.jpg","2020-11-02T13:26:23+08:00","chm, pdf","","193","","","Calibre Library","2013-07-31T23:23:04+08:00","","","","1.0","44074074","Professional JavaScript for Web Developers","图灵程序设计丛书 JavaScript高级程序设计 (第3版)","图灵程序设计丛书 JavaScript高级程序设计 (第3版)","","cb5f1bb1-00f0-4e6c-ac09-ef395598fbad"
"Summerfield, Mark","Mark Summerfield","","/Users/zxy/Calibre Library/Mark Summerfield/Programming in Go_ Creating Applications for the 21st Century (194)/cover.jpg","2020-11-02T13:26:24+08:00","pdf","","194","","","Calibre Library","2012-04-07T18:39:05+08:00","","","","1.0","7356484","","Programming in Go: Creating Applications for the 21st Century","Programming in Go: Creating Applications for the 21st Century","","b1bd403a-bd92-43b3-8461-1ceb83ab1ec4"
"（美）布洛克（Bloch，J.）著","（美）布洛克（Bloch，J.）著","","/Users/zxy/Calibre Library/(Mei )Bu Luo Ke (Bloch,J.)Zhu/Effective JavaZhong Wen Ban (195)/cover.jpg","2020-11-02T13:26:25+08:00","pdf","","195","","","Calibre Library","2012-03-29T09:55:05+08:00","","","","1.0","60679487","","Effective Java中文版","Effective Java中文版","","add12fc9-5350-4220-8bcd-19ad744a504f"
"Prata）, 史蒂芬·普拉达（Stephen","[美]史蒂芬·普拉达（Stephen Prata）","","/Users/zxy/Calibre Library/[Mei ]Shi Di Fen _Pu La Da (Stephen Prata)/CPrimer Plus(Di 6Ban )Zhong Wen Ban (196)/cover.jpg","2020-11-02T13:26:26+08:00","epub, pdf","","196","","zho","Calibre Library","2016-04-01T00:00:00+08:00","人民邮电出版社","","","1.0","10323949","","CPrimer Plus（第6版）中文版","CPrimer Plus（第6版）中文版","","b1eb33b4-9dd2-4295-82bf-63d65fb461a3"
"Vandevoorde, David","David Vandevoorde & Nicolai M. Josuttis & Douglas Gregor","Published November 29, 2002, 352 pages.","/Users/zxy/Calibre Library/David Vandevoorde/C__ Templates_ The Complete Guide (197)/cover.jpg","2020-11-02T13:26:32+08:00","chm, djvu, epub, mobi, pdf","9780134778747","197","isbn:9780134778747,mobi-asin:B075MJNCCH","eng","Calibre Library","2017-09-15T05:00:00+08:00","Pearson Education","","","1.0","29315450","","C++ Templates: The Complete Guide","C++ Templates: The Complete Guide","","c7aa7f5c-3324-4d23-ae6f-656cdca6072c"
"Unknown","Unknown","","","2020-11-02T13:26:45+08:00","djvu","","198","","","Calibre Library","0101-01-01T08:00:00+08:00","","","","1.0","8064881","","第3卷 Sorting and Searching@1998 (第2版)","第3卷 Sorting and Searching@1998 (第2版)","","5a2a4862-81bc-422e-b0a3-1e859ff75b48"
"Unknown","Unknown","","/Users/zxy/Calibre Library/Unknown/Bian Cheng Zhi Hun  Yu 27Wei Bian Cheng Yu Yan Chuang Shi Ren Dui Hua (199)/cover.jpg","2020-11-02T13:26:49+08:00","pdf","","199","","","Calibre Library","0101-01-01T08:00:00+08:00","","","","1.0","38342447","","编程之魂 与27位编程语言创始人对话","编程之魂 与27位编程语言创始人对话","","82b6b345-04d3-4c3e-a7e5-884525e5c955"
"Ulrich Drepper Red Hat, Inc. drepper@redhat.com","Ulrich Drepper Red Hat, Inc. drepper@redhat.com","","/Users/zxy/Calibre Library/Ulrich Drepper Red Hat, Inc. drepper@redhat.com/What Every Programmer Should Know About Memory (200)/cover.jpg","2020-11-02T13:26:49+08:00","pdf","","200","","","Calibre Library","0101-01-01T08:00:00+08:00","","","","1.0","934051","Linux, Programming, Memory, Cache, Performance, Hardware","What Every Programmer Should Know About Memory","What Every Programmer Should Know About Memory","","a7eadcd8-310a-4b63-9ea4-b0e4ee1e1f85"
"Warren, Henry S.","Henry S. Warren","computer arithmetic","/Users/zxy/Calibre Library/Henry S. Warren/Hacker's Delight (201)/cover.jpg","2020-11-02T13:26:50+08:00","chm, pdf, txt","0201914654","201","isbn:0201914654","","Calibre Library","2007-07-21T15:42:31+08:00","The MIT Press","","","1.0","2785280","computer arithmetic, # Hardcover: 306 pages","Hacker's Delight","Hacker's Delight","","cc1ce028-4149-4abb-b038-c91f9d9de3f4"
"China-pub.com","China-pub.com","","/Users/zxy/Calibre Library/China-pub.com/ebook66-1 (202)/cover.jpg","2020-11-02T13:26:52+08:00","chm, zip","9780735624245","202","isbn:9780735624245<br/>","","Calibre Library","0101-01-01T08:00:00+08:00","Microsoft Press","","","1.0","33192853","","ebook66-1","ebook66-1","","f38bdcd1-60a9-4c6f-842a-77e152640838"
"China-pub.com","China-pub.com","","/Users/zxy/Calibre Library/China-pub.com/Paul Butcher_Qi Zhou Qi Bing Fa Mo Xing @2015 (Sao Miao Ban ) (203)/cover.jpg","2020-11-02T13:26:56+08:00","chm, pdf, zip","","203","","","Calibre Library","2015-10-12T18:31:32+08:00","","","","1.0","43269158","","Paul Butcher：七周七并发模型@2015 (扫描版)","Paul Butcher：七周七并发模型@2015 (扫描版)","","07f9af0f-e3cf-4a43-9dcd-c196e4c4617d"
"Richardson, Leonard & Ruby, Sam","Leonard Richardson & Sam Ruby","You’ve built web sites that can be used by humans. But can you also build web sites that are usable by machines? That’s where the future lies, and that’s what this book shows you how to do. Today’s web service technologies have lost sight of the simplicity that made the Web successful. This book explains how to put the “Web” back into web services with REST, the architectural style that drives the Web.
","/Users/zxy/Calibre Library/Leonard Richardson/RESTful Web Services (204)/cover.jpg","2020-11-02T13:26:57+08:00","epub, pdf","9780596158354","204","isbn:9780596158354","eng","Calibre Library","2008-12-17T08:00:00+08:00","O’Reilly Media","","","1.0","2471399","COMPUTERS / Systems Architecture / General","RESTful Web Services","RESTful Web Services","","79f3f864-9c62-41f6-8761-f5c943ac0a18"
"Hartl, Michael","Michael Hartl","","/Users/zxy/Calibre Library/Michael Hartl/Ruby on Rails Tutorial_ Learn Web Development with Rails (Addison-Wesley Professional Ruby Seri (205)/cover.jpg","2020-11-02T13:26:57+08:00","epub, pdf","","205","","eng","Calibre Library","2016-11-17T08:00:00+08:00","Pearson Education","","","1.0","17128013","","Ruby on Rails Tutorial: Learn Web Development with Rails (Addison-Wesley Professional Ruby Series)","Ruby on Rails Tutorial: Learn Web Development with Rails (Addison-Wesley Professional Ruby Series)","","c1d61a2f-52de-4f00-aa01-309ee5973e4e"
